_id,created_ID,degree_type,other_supervisor,title
61117dccd6f9d1d8a124bc17,9140118669,EngD,Prof Hamilton Mcmurray,Prof Geraint Williams (awarded 2020)
61117dccd6f9d1d8a124bc1e,9140118669,EngD,Prof Geraint Williams,Prof Hamilton Mcmurray (awarded 2020)
61117dcdd6f9d1d8a124bc25,9140118669,EngD,Prof Hamilton Mcmurray,"'Mapping of corrosion sites in advanced gas-cooled reactor fuel cladding for long term pond storage' (awarded 2020)"
61117dcdd6f9d1d8a124bc2c,9140118669,EngD,Prof Geraint Williams,Prof Hamilton Mcmurray (awarded 2019)
61117dced6f9d1d8a124bc33,9140118669,EngD,Prof Hamilton Mcmurray,Prof Geraint Williams (awarded 2019)
61117dced6f9d1d8a124bc3a,9140118669,EngD,Dr Eifion Jewell,Smart release corrosion inhibitor pigments based on ion-exchange materials (awarded 2018)
61117dced6f9d1d8a124bc41,9140118669,EngD,Prof Hamilton Mcmurray,Prof Hamilton Mcmurray (awarded 2017)
61117dcfd6f9d1d8a124bc48,9140118669,EngD,Prof Geraint Williams,Prof Geraint Williams (awarded 2017)
61117dcfd6f9d1d8a124bc4f,9140118669,MRes,Prof Hamilton Mcmurray,Understanding and Improving the Post Retort Adhesion of BPANI Lacquers on Cr (III) Electroplated Steel (awarded 2018)
61117dd0d6f9d1d8a124bc56,9140118669,MSc,Prof Geraint Williams,Prof Hamilton Mcmurray (awarded 2020)
61117dd0d6f9d1d8a124bc5c,6651224154,PhD,Dr Mike Jennings,Gallium Oxide (Ga2O3) – Power Devices«br /»«br /»«br /»«br /»«br /»«br /»«br /»«br /»«br /»«br /»«br /»«br /»«br /»«br /» (current)
61117dd0d6f9d1d8a124bc5d,9140118669,MSc,Prof Geraint Williams,Dr Eifion Jewell (awarded 2018)
61117dd1d6f9d1d8a124bc63,6651224154,PhD,Prof Paul Holland,Dr Mike Jennings (current)
61117dd1d6f9d1d8a124bc69,6651224154,PhD,Dr Petar Igic,Research and Development of the optimal dicing tape for use in a Plasma Dicing Environment (current)
61117dd1d6f9d1d8a124bc6a,6651224154,PhD,Prof Paul Holland,Prof Paul Holland (awarded 2021)
61117dd1d6f9d1d8a124bc70,6651224154,PhD,Dr Rowan Brown,Dr Petar Igic (awarded 2020)
61117dd2d6f9d1d8a124bc76,6651224154,PhD,Dr Pavel Loskot,Investigation into the manipulation of non-uniformity and undercut features of a positive profile through silicon via (awarded 2019)
61117dd2d6f9d1d8a124bc77,6651224154,PhD,Prof Owen Guy,Prof Paul Holland (awarded 2019)
61117ddbd6f9d1d8a124bce2,7558645232,PhD,Dr Min Luo,Forecasting nearshore waves using Artificial Neural Network (current)
61117ddbd6f9d1d8a124bce6,7558645232,PhD,Prof Dominic Reeve,Dr Min Luo (current)
61117ddbd6f9d1d8a124bcea,7558645232,PhD,Prof Dominic Reeve,Civil Engineering- Nature based solutions (current)
61117ddbd6f9d1d8a124bcee,7558645232,PhD,Prof Dominic Reeve,Prof Dominic Reeve (current)
61117ddcd6f9d1d8a124bcf2,7558645232,PhD,Prof Dominic Reeve,Hydrodynamical loading and vortex formation on inundated masonry bridges (current)
61117ddcd6f9d1d8a124bcf6,7558645232,PhD,Prof Dominic Reeve,Prof Dominic Reeve (current)
61117dddd6f9d1d8a124bcfa,7558645232,PhD,Dr Yunqing Xuan,Bimodal wave run-up and overtopping of a simple seawall (current)
61117dddd6f9d1d8a124bcfe,7558645232,PhD,Prof Dominic Reeve,Prof Dominic Reeve (awarded 2020)
61117dddd6f9d1d8a124bd02,7558645232,PhD,Prof Dominic Reeve,Tentative title: Beach state analysis (awarded 2020)
61117dded6f9d1d8a124bd06,7558645232,PhD,Prof Dominic Reeve,Prof Dominic Reeve (awarded 2018)
61117dded6f9d1d8a124bd0a,7558645232,PhD,Prof Dominic Reeve,An analysis of the morphodynamic stability of beaches and beach nourishment (awarded 2018)
61117dded6f9d1d8a124bd0e,7558645232,PhD,Prof Dominic Reeve,Prof Dominic Reeve (awarded 2017)
61117ddfd6f9d1d8a124bd12,7558645232,PhD,Prof Dominic Reeve,Quantitative Modelling of Climate Change Impact on Hydro-climatic Extremes (awarded 2018)
61117ddfd6f9d1d8a124bd16,7558645232,MSc,Prof Dominic Reeve,Dr Yunqing Xuan (awarded 2021)
61117ddfd6f9d1d8a124bd1a,7558645232,MSc,Prof Dominic Reeve,Computational Modelling of the Coastal Protection Function of Salt Marshes with Flexible Vegetation Cover (awarded 2018)
61117df4d6f9d1d8a124bdfa,4055183300,PhD,Dr Christopher Wright,"OPTIMIZATION OF FERTILIZER DRIVEN
FORWARD OSMOSIS PROCESS FOR BRACKISH
WATER DESALINATION (awarded 2020)"
61117df4d6f9d1d8a124bdfd,4055183300,PhD,Prof Darren Oatley-Radcliffe,Dr Christopher Wright (awarded 2020)
61117df5d6f9d1d8a124be00,4055183300,PhD,Dr Paolo Bertoncello,Oil-Water Separation by Using Ceramic Microﬁltration Membrane (awarded 2019)
61117df5d6f9d1d8a124be03,4055183300,PhD,Dr Christopher Wright,Prof Darren Oatley-Radcliffe (awarded 2019)
61117df5d6f9d1d8a124be06,4055183300,PhD,Dr Christopher Wright,Periodical Electrolysis for advance water treatment (awarded 2018)
61117df5d6f9d1d8a124be07,4055183300,PhD,Prof Oubay Hassan,Dr Paolo Bertoncello (awarded 2019)
61117df5d6f9d1d8a124be0a,4055183300,PhD,Dr Christopher Wright,The development of a Novel Superhydrophobic Electrospun Membrane for Air Gap Membrane Distillation Application (awarded 2019)
61117e11d6f9d1d8a124bed0,1040855823,PhD,Dr Saeid Khodabakhshi,Macroscopic paper formats of graphene and carbon nanotubes: Multiscale Simulations (current)
61117e11d6f9d1d8a124bed2,1040855823,PhD,Dr Hamed Haddad Khodaparast,Dr Saeid Khodabakhshi (current)
61117e11d6f9d1d8a124bed4,1040855823,PhD,Prof Yuntian Feng,Dynamics of periodic structures in an energy harvesting and wave propagation framework (awarded 2019)
61117e12d6f9d1d8a124bed6,1040855823,PhD,Prof Michael Friswell,Dr Hamed Haddad Khodaparast (awarded 2019)
61117e12d6f9d1d8a124bed8,1040855823,PhD,Dr Hamed Haddad Khodaparast,Projection methods for stochastically parametrised structural systems (awarded 2018)
61117e12d6f9d1d8a124beda,1040855823,PhD,Prof Michael Friswell,Prof Yuntian Feng (awarded 2017)
61117e12d6f9d1d8a124bedc,1040855823,MSc,Dr Alexander Shaw,Modelling of porous piezoelectric material with applications to vibration energy harvesting (current)
61117e12d6f9d1d8a124bede,1040855823,MSc,Prof Michael Friswell,Prof Michael Friswell (awarded 2019)
61117e15d6f9d1d8a124bf07,4127048471,PhD,Dr Richard Cobley,Simulations of nanoclusters and neuromorphic systems (current)
61117e15d6f9d1d8a124bf09,4127048471,PhD,Dr Richard Cobley,Dr Richard Cobley (current)
61117e15d6f9d1d8a124bf0b,4127048471,EngD,Dr Chedly Tizaoui,TBC (current)
61117e15d6f9d1d8a124bf0d,4127048471,EngD,Mr Yubiao Niu,Dr Richard Cobley (current)
61117e15d6f9d1d8a124bf0f,4127048471,EngD,Dr Chedly Tizaoui,"New Material for Catalysis: solvent-free synthesis, atomic imaging and selectivity via nanoparticle beam deposition (current)"
61117e15d6f9d1d8a124bf11,4127048471,EngD,Dr Chedly Tizaoui,Dr Chedly Tizaoui (current)
61117e15d6f9d1d8a124bf13,4127048471,MSc,Mr Yubiao Niu,A new generation of ultra-selective catalysts based on mass-selected binary nanoparticles for pharma and energy. (current)
61117e15d6f9d1d8a124bf15,4127048471,MSc,Dr Thierry Maffeis,Mr Yubiao Niu (awarded 2020)
61117e15d6f9d1d8a124bf17,4127048471,MSc,Dr Chedly Tizaoui,Resource capture from oily steel making sludge and scales for recycling and environmental protection (current)
61117e15d6f9d1d8a124bf19,4127048471,MSc,Dr Richard Cobley,Dr Chedly Tizaoui (awarded 2020)
